time(s)	cellId	rnti	lcid	packetSize	delay(s)
1.23103	1	1	5	1030	0.554707
1.23103	1	1	5	1030	0.554667
1.23103	1	1	5	1030	0.554627
1.23103	1	1	5	1030	0.554587
1.23103	1	1	5	1030	0.554547
1.23103	1	1	5	1030	0.554507
1.23103	1	1	5	1030	0.554467
1.23203	1	1	5	1030	0.555427
1.23203	1	1	5	1030	0.555387
1.23203	1	1	5	1030	0.555347
1.23203	1	1	5	1030	0.555307
1.23203	1	1	5	1030	0.555267
1.23203	1	1	5	1030	0.555227
1.23203	1	1	5	1030	0.555187
1.23203	1	1	5	1030	0.555147
1.23203	1	1	5	1030	0.555107
1.23303	1	1	5	1030	0.556067
1.23303	1	1	5	1030	0.556027
1.23303	1	1	5	1030	0.555987
1.23303	1	1	5	1030	0.555947
1.23303	1	1	5	1030	0.555907
1.23303	1	1	5	1030	0.555867
1.23303	1	1	5	1030	0.555827
1.23303	1	1	5	1030	0.555787
1.23403	1	1	5	1030	0.556747
1.23403	1	1	5	1030	0.556707
1.23403	1	1	5	1030	0.556667
1.23403	1	1	5	1030	0.556627
1.23403	1	1	5	1030	0.556587
1.23403	1	1	5	1030	0.556547
1.23403	1	1	5	1030	0.556507
1.23403	1	1	5	1030	0.556467
1.23403	1	1	5	1030	0.556427
1.23503	1	1	5	1030	0.557387
1.23503	1	1	5	1030	0.557347
1.23503	1	1	5	1030	0.557307
1.23503	1	1	5	1030	0.557267
1.23503	1	1	5	1030	0.557227
1.23503	1	1	5	1030	0.557187
1.23503	1	1	5	1030	0.557147
1.23503	1	1	5	1030	0.557107
1.23603	1	1	5	1030	0.558067
1.23603	1	1	5	1030	0.558027
1.23603	1	1	5	1030	0.557987
1.23603	1	1	5	1030	0.557947
1.23603	1	1	5	1030	0.557907
1.23603	1	1	5	1030	0.557867
1.23603	1	1	5	1030	0.557827
1.23603	1	1	5	1030	0.557787
1.23703	1	1	5	1030	0.558747
1.23703	1	1	5	1030	0.558707
1.23703	1	1	5	1030	0.558667
1.23703	1	1	5	1030	0.558627
1.23703	1	1	5	1030	0.558587
1.23703	1	1	5	1030	0.558547
1.23703	1	1	5	1030	0.558507
1.23703	1	1	5	1030	0.558467
1.23703	1	1	5	1030	0.558427
1.23803	1	1	5	1030	0.559387
1.23803	1	1	5	1030	0.559347
1.23803	1	1	5	1030	0.559307
1.23803	1	1	5	1030	0.559267
1.23803	1	1	5	1030	0.559227
1.23803	1	1	5	1030	0.559187
1.23803	1	1	5	1030	0.559147
1.23803	1	1	5	1030	0.559107
1.23903	1	1	5	1030	0.560067
1.23903	1	1	5	1030	0.560027
1.23903	1	1	5	1030	0.559987
1.23903	1	1	5	1030	0.559947
1.23903	1	1	5	1030	0.559907
1.23903	1	1	5	1030	0.559867
1.23903	1	1	5	1030	0.559827
1.23903	1	1	5	1030	0.559787
1.23903	1	1	5	1030	0.559747
1.24003	1	1	5	1030	0.560707
1.24003	1	1	5	1030	0.560667
1.24003	1	1	5	1030	0.560627
1.24003	1	1	5	1030	0.560587
1.24003	1	1	5	1030	0.560547
1.24003	1	1	5	1030	0.560507
1.24003	1	1	5	1030	0.560467
1.24003	1	1	5	1030	0.560427
1.24103	1	1	5	1030	0.561387
1.24103	1	1	5	1030	0.561347
1.24103	1	1	5	1030	0.561307
1.24103	1	1	5	1030	0.561267
1.24103	1	1	5	1030	0.561227
1.24103	1	1	5	1030	0.561187
1.24103	1	1	5	1030	0.561147
1.24103	1	1	5	1030	0.561107
1.24103	1	1	5	1030	0.561067
1.24203	1	1	5	1030	0.562027
1.24203	1	1	5	1030	0.561987
1.24203	1	1	5	1030	0.561947
1.24203	1	1	5	1030	0.561907
1.24203	1	1	5	1030	0.561867
1.24203	1	1	5	1030	0.561827
1.24203	1	1	5	1030	0.561787
1.24203	1	1	5	1030	0.561747
1.24303	1	1	5	1030	0.562707
1.24303	1	1	5	1030	0.562667
1.24303	1	1	5	1030	0.562627
1.24303	1	1	5	1030	0.562587
1.24303	1	1	5	1030	0.562547
1.24303	1	1	5	1030	0.562507
1.24303	1	1	5	1030	0.562467
1.24303	1	1	5	1030	0.562427
1.24403	1	1	5	1030	0.563387
1.24403	1	1	5	1030	0.563347
